,days_past_due,principal_balance,principal_paid
95427,60,28446.22,11553.78
95428,29,15632.13,7367.87
95429,29,773.63,226.37
95430,0,0.0,18000.0
95431,0,0.0,7000.0
95432,29,5244.65,2755.35
95433,29,6036.99,13963.01
95434,637,0.0,3648.21
95435,0,0.0,7825.0
95436,0,0.0,6000.0
95437,0,0.0,15000.0
95438,29,6935.08,3064.92
95439,60,11998.23,4001.77
95440,0,0.0,10000.0
95441,90,3885.37,1114.63
95442,0,0.0,30000.0
95443,0,0.0,10000.0
95444,0,0.0,12000.0
95445,0,0.0,7500.0
95446,60,11925.11,1774.89
95447,60,2575.71,1049.29
95448,0,0.0,6725.0
95449,0,0.0,25000.0
95450,0,0.0,8000.0
95451,0,0.0,5200.0
95452,60,500.31,3499.69
95453,0,0.0,10200.0
95454,29,15420.51,9854.49
95455,60,6935.3,5814.7
95456,0,0.0,15000.0
95457,0,0.0,28000.0
95458,0,0.0,4800.0
95459,0,0.0,27525.0
95460,0,0.0,20000.0
95461,0,0.0,13500.0
95462,60,4614.64,3185.36
95463,0,0.0,11000.0
95464,0,0.0,3100.0
95465,486,0.0,3594.0
95466,60,14610.46,10389.54
95467,0,0.0,24000.0
95468,0,0.0,5000.0
95469,60,19603.07,5396.93
95470,29,16277.31,8722.69
95471,60,5846.4,5328.6
95472,728,0.0,1651.53
95473,0,0.0,10325.0
95474,0,0.0,9000.0
95475,0,0.0,15250.0
95476,60,2793.74,206.26
95477,60,7578.37,4421.63
95478,29,8177.45,3822.55
95479,241,0.0,2583.82
95480,60,13147.67,6052.33
95481,1125,0.0,2071.9
95482,0,0.0,35000.0
95483,486,0.0,2372.33
95484,60,29533.21,3666.79
95485,60,2785.57,214.43
95486,60,9559.22,8490.78
95487,60,1092.7,1307.3
95488,29,141.24,4283.76
95489,60,8004.01,3995.99
95490,29,1240.22,12259.78
95491,0,0.0,3900.0
95492,60,8125.94,19874.06
95493,0,0.0,11000.0
95494,0,0.0,20000.0
95495,0,0.0,35000.0
95496,29,3473.29,526.71
95497,151,5519.66,4480.34
95498,0,0.0,16950.0
95499,455,0.0,4884.87
95500,60,38009.57,990.43
95501,0,0.0,12000.0
95502,60,3625.89,1374.11
95503,60,1025.28,1774.72
95504,29,12943.44,3056.56
95505,29,15838.02,4161.98
95506,455,0.0,5581.49
95507,0,0.0,5600.0
95508,0,0.0,7650.0
95509,0,0.0,12000.0
95510,60,11636.83,3363.17
95511,60,15339.92,6260.08
95512,29,20153.42,3696.58
95513,60,11394.63,605.37
95514,0,0.0,12000.0
95515,29,6172.08,327.92
95516,60,18864.97,9935.03
95517,0,0.0,7000.0
95518,0,0.0,20000.0
95519,29,3519.99,8480.01
95520,60,11797.08,3202.92
95521,60,1590.69,4409.31
95522,0,0.0,17000.0
95523,0,0.0,16000.0
95524,0,0.0,9300.0
95525,60,14293.08,706.92
95526,29,13559.74,6440.26
95527,0,0.0,28000.0
95528,0,0.0,25000.0
95529,60,14475.68,5524.32
95530,0,0.0,3000.0
95531,1429,0.0,2836.89
95532,60,36867.61,3132.39
95533,29,2153.67,4246.33
95534,29,2185.15,3814.85
95535,29,4425.91,1574.09
95536,29,4677.98,1322.02
95537,0,0.0,4000.0
95538,60,226.98,6773.02
95539,0,0.0,8500.0
95540,60,12395.62,4404.38
95541,0,0.0,13000.0
95542,60,3715.39,1284.61
95543,0,0.0,7000.0
95544,0,0.0,35000.0
95545,0,0.0,15000.0
95546,29,9888.6,111.4
95547,0,0.0,3000.0
95548,60,17167.21,2832.79
95549,60,27848.95,7151.05
95550,29,9722.97,11277.03
95551,60,13477.76,1522.24
95552,60,3878.38,321.62
95553,60,4663.96,3336.04
95554,29,3038.61,21961.39
95555,0,0.0,2000.0
95556,0,0.0,4000.0
95557,60,7532.88,3667.12
95558,0,0.0,8000.0
95559,0,0.0,17875.0
95560,0,0.0,5000.0
95561,0,0.0,36000.0
95562,60,8375.54,3624.46
95563,60,21036.59,2963.41
95564,0,0.0,8000.0
95565,0,0.0,25000.0
95566,0,0.0,27000.0
95567,0,0.0,2250.0
95568,60,10054.93,1945.07
95569,0,0.0,10500.0
95570,60,8964.3,2235.7
95571,0,0.0,2000.0
95572,60,15553.76,19446.24
95573,29,4282.17,5717.83
95574,60,7479.91,3420.09
95575,637,0.0,2517.23
95576,29,10422.88,3977.12
95577,272,0.0,8388.33
95578,0,0.0,14825.0
95579,0,0.0,20000.0
95580,60,19274.83,725.17
95581,0,0.0,6000.0
95582,60,17570.65,17429.35
95583,0,0.0,16000.0
95584,0,0.0,18400.0
95585,0,0.0,12000.0
95586,60,8957.1,12042.9
95587,151,5800.16,2999.84
95588,0,0.0,20275.0
95589,0,0.0,12000.0
95590,60,22092.26,12907.74
95591,60,37508.15,2491.85
95592,60,8195.29,1804.71
95593,0,0.0,10000.0
95594,29,28683.69,6316.31
95595,60,7471.19,6128.81
95596,0,0.0,33600.0
95597,0,0.0,35000.0
95598,90,4814.01,185.99
95599,29,4362.55,4512.45
95600,698,0.0,739.39
95601,29,11671.04,10853.96
95602,0,0.0,18425.0
95603,0,0.0,6000.0
95604,0,0.0,9450.0
95605,29,6252.06,6547.94
95606,0,0.0,8000.0
95607,0,0.0,6000.0
95608,60,36011.51,3988.49
95609,29,749.15,250.85
95610,60,2761.72,6063.28
95611,60,7540.51,2459.49
95612,0,0.0,9000.0
95613,60,4274.4,30725.6
95614,0,0.0,5750.0
95615,60,13895.82,11104.18
95616,0,0.0,13150.0
95617,0,0.0,20000.0
95618,0,0.0,17200.0
95619,0,0.0,10000.0
95620,29,4212.72,10787.28
95621,29,7593.17,7006.83
95622,29,25959.78,9040.22
95623,29,15047.44,2552.56
95624,667,0.0,3828.14
95625,60,18583.2,2416.8
95626,0,0.0,6000.0
95627,60,12826.67,2173.33
95628,60,953.67,4046.33
95629,851,0.0,1507.36
95630,60,3531.96,6468.04
95631,29,3388.58,5611.42
95632,60,27677.32,4322.68
95633,363,0.0,4808.08
95634,0,0.0,10000.0
95635,0,0.0,13000.0
95636,60,9863.97,5136.03
95637,0,0.0,12000.0
95638,0,0.0,3000.0
95639,0,0.0,35000.0
95640,29,33475.49,1524.51
95641,29,4160.37,23839.63
95642,0,0.0,35000.0
95643,60,20682.38,9317.62
95644,0,0.0,15000.0
95645,0,0.0,28000.0
95646,0,0.0,1000.0
95647,0,0.0,24000.0
95648,29,14043.27,5956.73
95649,0,0.0,10000.0
95650,60,2225.15,1974.85
95651,0,0.0,12000.0
95652,0,0.0,10000.0
95653,60,10956.1,11043.9
95654,516,0.0,3543.1
95655,60,5239.22,18760.78
95656,60,8058.28,21941.72
95657,60,7994.11,3005.89
95658,29,7383.83,3616.17
95659,60,4427.99,1572.01
95660,0,0.0,30000.0
95661,60,28222.27,1777.73
95662,60,14357.16,7642.84
95663,60,22500.0,0.0
95664,60,7950.75,2049.25
95665,0,0.0,12000.0
95666,60,24500.0,0.0
95667,0,0.0,12275.0
95668,29,2014.19,2785.81
95669,0,0.0,40000.0
95670,698,0.0,5239.47
95671,0,0.0,8000.0
95672,60,9776.69,223.31
95673,60,10486.83,1513.17
95674,0,0.0,10000.0
95675,790,0.0,10492.95
95676,60,6308.54,4491.46
95677,60,3920.37,79.63
95678,0,0.0,8400.0
95679,60,4680.06,319.94
95680,60,3294.94,705.06
95681,0,0.0,30000.0
95682,486,0.0,19763.85
95683,0,0.0,2000.0
95684,0,0.0,7000.0
95685,0,0.0,7000.0
95686,0,0.0,6000.0
95687,1612,0.0,893.55
95688,60,5000.0,0.0
95689,0,0.0,4925.0
95690,60,4209.13,790.87
95691,29,10028.8,1971.2
95692,0,0.0,16000.0
95693,60,1314.27,485.73
95694,0,0.0,7200.0
95695,60,18219.13,1780.87
95696,0,0.0,20000.0
95697,0,0.0,18000.0
95698,0,0.0,6000.0
95699,0,0.0,17000.0
95700,60,7920.62,2079.38
95701,60,1883.8,18116.2
95702,60,7669.44,7330.56
95703,0,0.0,14950.0
95704,0,0.0,10000.0
95705,29,5363.85,6811.15
95706,941,0.0,988.24
95707,60,18436.44,2563.56
95708,60,15844.86,7155.14
95709,0,0.0,6800.0
95710,29,4779.04,3220.96
95711,0,0.0,24000.0
95712,60,6308.64,4816.36
95713,60,19463.41,4536.59
95714,29,24128.19,10871.81
95715,667,0.0,932.65
95716,0,0.0,32500.0
95717,60,12949.86,6050.14
95718,698,0.0,6990.61
95719,0,0.0,6000.0
95720,0,0.0,18000.0
95721,60,10379.0,1621.0
95722,0,0.0,9200.0
95723,272,0.0,4271.96
95724,363,0.0,3121.74
95725,0,0.0,20000.0
95726,0,0.0,14400.0
95727,0,0.0,12000.0
95728,60,38018.68,1981.32
95729,29,1963.25,14036.75
95730,60,4367.55,7632.45
95731,363,0.0,2604.47
95732,0,0.0,6000.0
95733,0,0.0,10000.0
95734,60,23164.78,4035.22
95735,1125,0.0,901.37
95736,1186,0.0,2379.32
95737,60,22791.28,2208.72
95738,60,18000.0,0.0
95739,60,10165.29,21834.71
95740,0,0.0,9000.0
95741,60,7689.23,8310.77
95742,60,14021.93,4978.07
95743,0,0.0,2500.0
95744,1094,0.0,1260.06
95745,60,11903.37,596.63
95746,0,0.0,11325.0
95747,0,0.0,9750.0
95748,394,0.0,10776.66
95749,60,28796.43,6203.57
95750,60,10785.65,13214.35
95751,0,0.0,15000.0
95752,29,647.07,4352.93
95753,606,0.0,10526.86
95754,0,0.0,9000.0
95755,0,0.0,24475.0
95756,60,788.13,5511.87
95757,60,745.16,454.84
95758,60,5672.8,1527.2
95759,60,18887.86,5112.14
95760,29,8291.28,1708.72
95761,60,1172.01,9927.99
95762,60,19899.08,4100.92
95763,60,3594.69,4405.31
95764,0,0.0,20000.0
95765,210,0.0,3511.09
95766,1582,0.0,2241.4
95767,0,0.0,6625.0
95768,60,2664.31,4335.69
95769,60,450.21,3149.79
95770,60,20597.31,3402.69
95771,698,0.0,1857.04
95772,29,1499.78,500.22
95773,60,5424.03,4575.97
95774,0,0.0,7000.0
95775,0,0.0,10300.0
95776,0,0.0,9250.0
95777,60,3073.66,426.34
95778,0,0.0,14500.0
95779,29,21448.74,13551.26
95780,60,19540.04,459.96
95781,29,134.15,1865.85
95782,121,34154.22,845.78
95783,486,0.0,2808.91
95784,29,7201.74,16798.26
95785,29,1447.05,3552.95
95786,0,0.0,20000.0
95787,29,5866.3,4258.7
95788,60,1960.3,13039.7
95789,0,0.0,20000.0
95790,0,0.0,15000.0
95791,1003,0.0,4113.98
95792,0,0.0,12000.0
95793,0,0.0,13375.0
95794,0,0.0,11200.0
95795,29,7439.17,2560.83
95796,60,6378.26,3621.74
95797,60,17293.01,2706.99
95798,60,10000.0,0.0
95799,29,4496.5,2703.5
95800,60,6185.08,4314.92
95801,0,0.0,5000.0
95802,60,4142.21,657.79
95803,60,3989.45,1010.55
95804,29,4134.13,2215.87
95805,0,0.0,35000.0
95806,0,0.0,18000.0
95807,0,0.0,26500.0
95808,0,0.0,15000.0
95809,29,5084.06,14915.94
95810,0,0.0,17925.0
95811,29,440.95,6559.05
95812,0,0.0,5000.0
95813,60,11526.16,13473.84
95814,60,741.85,5258.15
95815,29,18819.02,5180.98
95816,29,23089.38,2535.62
95817,425,0.0,7108.25
95818,60,1220.68,479.32
95819,60,5841.29,4158.71
95820,60,15369.69,14155.31
95821,0,0.0,1950.0
95822,60,33951.14,4048.86
95823,0,0.0,12000.0
95824,0,0.0,15000.0
95825,29,12666.15,7333.85
95826,60,6295.98,704.02
95827,29,30287.61,9712.39
95828,0,0.0,2000.0
95829,0,0.0,20000.0
95830,60,13245.52,7154.48
95831,60,16042.53,3957.47
95832,0,0.0,16225.0
95833,60,12403.09,2596.91
95834,29,2402.22,5597.78
95835,60,3257.64,1392.36
95836,60,14292.58,1707.42
95837,29,13864.0,6136.0
95838,0,0.0,28000.0
95839,0,0.0,26000.0
95840,29,4672.53,2627.47
95841,0,0.0,25000.0
95842,60,9748.92,251.08
95843,0,0.0,24000.0
95844,29,16862.65,7137.35
95845,29,19493.0,507.0
95846,0,0.0,10000.0
95847,60,10120.33,8879.67
95848,0,0.0,12000.0
95849,0,0.0,5000.0
95850,60,14078.74,9921.26
95851,60,4082.38,5917.62
95852,0,0.0,7950.0
95853,1337,0.0,16594.16
95854,0,0.0,25975.0
95855,29,5083.14,916.86
95856,516,0.0,4177.11
95857,29,2318.38,956.62
95858,0,0.0,15000.0
95859,60,1065.65,4434.35
95860,60,5308.54,1691.46
95861,60,1393.21,1631.79
95862,759,0.0,9331.72
95863,0,0.0,18000.0
95864,241,0.0,1503.53
95865,60,25823.95,1176.05
95866,0,0.0,3500.0
95867,0,0.0,12000.0
95868,0,0.0,11700.0
95869,0,0.0,12000.0
95870,60,3062.5,137.5
95871,29,9717.55,5282.45
95872,0,0.0,13000.0
95873,60,27154.62,345.38
95874,0,0.0,28450.0
95875,60,22875.92,2124.08
95876,0,0.0,8400.0
95877,29,6387.72,4612.28
95878,0,0.0,8750.0
95879,0,0.0,40000.0
95880,29,3106.46,11893.54
95881,0,0.0,12150.0
95882,0,0.0,20000.0
95883,0,0.0,10000.0
95884,606,0.0,2001.05
95885,60,3747.14,2252.86
95886,0,0.0,15000.0
95887,0,0.0,12000.0
95888,0,0.0,16000.0
95889,60,31188.81,811.19
95890,60,4695.11,1304.89
95891,60,1933.53,5066.47
95892,0,0.0,11000.0
95893,0,0.0,9800.0
95894,0,0.0,9600.0
95895,0,0.0,30000.0
95896,0,0.0,3600.0
95897,60,13293.87,2706.13
95898,0,0.0,30000.0
95899,29,2898.93,451.07
95900,29,2932.93,2067.07
95901,0,0.0,5000.0
95902,60,20130.62,14869.38
95903,29,6019.88,14780.12
95904,0,0.0,10000.0
95905,29,23440.92,559.08
95906,0,0.0,7000.0
95907,759,0.0,1966.65
95908,29,9963.12,6036.88
95909,0,0.0,14400.0
95910,0,0.0,1800.0
95911,60,11388.58,18611.42
95912,29,8976.44,1023.56
95913,0,0.0,7000.0
95914,0,0.0,25000.0
95915,60,6362.76,17637.24
95916,0,0.0,9000.0
95917,851,0.0,1416.07
95918,0,0.0,20000.0
95919,29,2053.85,946.15
95920,29,1066.05,1433.95
95921,60,8269.91,1730.09
95922,0,0.0,11000.0
95923,29,6018.31,8981.69
95924,60,24686.02,313.98
95925,0,0.0,10000.0
95926,0,0.0,7500.0
95927,60,25000.0,0.0
95928,29,11075.02,8924.98
95929,60,26324.02,3675.98
95930,29,4156.79,3843.21
95931,60,10486.83,1513.17
95932,0,0.0,21000.0
95933,759,0.0,2491.22
95934,60,9533.25,466.75
95935,29,16228.39,3771.61
95936,29,7960.24,2039.76
95937,60,16759.3,2540.7
95938,29,1449.67,1550.33
95939,60,11096.47,6903.53
95940,241,0.0,2028.34
95941,60,11715.23,284.77
95942,606,0.0,3652.5
95943,60,17901.27,17098.73
95944,29,8223.72,1776.28
95945,0,0.0,15000.0
95946,0,0.0,28775.0
95947,0,0.0,8000.0
95948,0,0.0,19500.0
95949,29,7760.74,1489.26
95950,60,12440.27,5509.73
95951,29,15249.37,8750.63
95952,0,0.0,6000.0
95953,60,1705.18,7094.82
95954,29,10994.91,15005.09
95955,60,11645.91,15354.09
95956,60,23757.45,16242.55
95957,60,38784.5,1215.5
95958,547,0.0,4376.79
95959,333,0.0,4479.2
95960,29,7512.77,2487.23
95961,0,0.0,15000.0
95962,0,0.0,15000.0
95963,0,0.0,4000.0
95964,0,0.0,10000.0
95965,0,0.0,6000.0
95966,486,0.0,3004.17
95967,60,265.5,7734.5
95968,29,6712.38,287.62
95969,0,0.0,20000.0
95970,60,18657.96,13342.04
95971,0,0.0,9600.0
95972,0,0.0,4000.0
95973,0,0.0,24000.0
95974,394,0.0,1858.56
95975,29,15629.3,370.7
95976,29,9565.85,434.15
95977,29,9795.01,11204.99
95978,29,3333.62,2666.38
95979,0,0.0,20000.0
95980,759,0.0,5551.92
95981,29,4488.34,1111.66
95982,60,11325.15,3074.85
95983,0,0.0,19200.0
95984,0,0.0,15000.0
95985,60,345.42,9979.58
95986,60,7647.23,13152.77
95987,29,28296.09,7703.91
95988,60,958.58,1741.42
95989,972,0.0,1014.41
95990,0,0.0,2400.0
95991,0,0.0,10800.0
95992,0,0.0,13275.0
95993,60,13119.72,8480.28
95994,60,15682.84,4317.16
95995,0,0.0,30000.0
95996,0,0.0,7000.0
95997,0,0.0,30000.0
95998,0,0.0,4800.0
95999,0,0.0,12000.0
96000,0,0.0,25000.0
96001,60,2206.45,293.55
96002,0,0.0,10000.0
96003,60,2964.78,60.22
96004,29,4474.07,22525.93
96005,29,13722.23,1877.77
96006,0,0.0,5600.0
96007,60,7942.99,12057.01
96008,0,0.0,24000.0
96009,29,11262.68,1937.32
96010,1125,0.0,495.84
96011,60,2894.11,7105.89
96012,29,8853.95,3146.05
96013,1521,0.0,4251.28
96014,0,0.0,6100.0
96015,60,4217.43,4282.57
96016,60,8282.3,2117.7
96017,0,0.0,10350.0
96018,0,0.0,20000.0
96019,60,9601.22,5398.78
96020,0,0.0,6000.0
96021,0,0.0,16000.0
96022,60,2749.43,6750.57
96023,881,0.0,2258.58
96024,29,5939.32,4060.68
96025,0,0.0,10000.0
96026,60,15120.52,7879.48
96027,972,0.0,147.27
96028,425,0.0,5875.09
96029,60,13414.63,4460.37
96030,60,7000.0,0.0
96031,60,26745.37,7254.63
96032,60,2550.14,1449.86
96033,667,0.0,464.9
96034,698,0.0,1876.64
96035,0,0.0,4750.0
96036,0,0.0,12150.0
96037,851,0.0,10209.14
96038,60,24123.23,12676.77
96039,486,0.0,10912.6
96040,29,1204.02,11795.98
96041,0,0.0,35000.0
96042,0,0.0,10000.0
96043,1337,0.0,6691.8
96044,29,4314.02,9685.98
96045,667,0.0,601.3
96046,60,40000.0,0.0
96047,0,0.0,6000.0
96048,29,6661.63,3338.37
96049,0,0.0,24000.0
96050,60,13544.48,1455.52
96051,60,23982.56,7017.44
96052,0,0.0,29000.0
96053,302,0.0,3714.38
96054,0,0.0,15000.0
96055,0,0.0,10000.0
96056,60,495.01,14504.99
96057,60,2491.38,7508.62
96058,0,0.0,14000.0
96059,0,0.0,24000.0
96060,210,0.0,817.94
96061,0,0.0,2000.0
96062,60,9078.2,921.8
96063,0,0.0,14400.0
96064,0,0.0,20000.0
96065,29,10566.21,4433.79
96066,0,0.0,10000.0
96067,790,0.0,2384.1
96068,29,22578.16,2421.84
96069,0,0.0,5800.0
96070,0,0.0,7500.0
96071,0,0.0,12000.0
96072,29,9589.11,410.89
96073,0,0.0,5850.0
96074,0,0.0,12000.0
96075,60,1883.79,18116.21
96076,29,23468.24,1531.76
96077,29,3920.59,1079.41
96078,0,0.0,7000.0
96079,0,0.0,35000.0
96080,29,1615.17,3184.83
96081,0,0.0,4000.0
96082,60,5029.36,4970.64
96083,60,11775.81,16224.19
96084,0,0.0,35000.0
96085,790,0.0,2015.19
96086,60,6200.0,0.0
96087,0,0.0,6000.0
96088,60,11494.96,8930.04
96089,60,5242.83,807.17
96090,29,24237.81,10762.19
96091,60,7951.02,17898.98
96092,0,0.0,20000.0
96093,0,0.0,7200.0
96094,60,11700.0,0.0
96095,0,0.0,12000.0
96096,667,0.0,1425.26
96097,0,0.0,8000.0
96098,0,0.0,2000.0
96099,575,0.0,2702.05
96100,0,0.0,13000.0
96101,60,1571.1,12553.9
96102,0,0.0,6425.0
96103,29,5029.48,4970.52
96104,60,20504.48,9495.52
96105,0,0.0,15000.0
96106,851,0.0,14820.67
96107,0,0.0,25000.0
96108,60,2180.17,819.83
96109,182,15119.69,19880.31
96110,29,13141.39,858.61
96111,0,0.0,25000.0
96112,60,6029.91,8970.09
96113,60,24912.42,10087.58
96114,60,14750.42,3249.58
96115,29,2252.04,18147.96
96116,0,0.0,8000.0
96117,0,0.0,4000.0
96118,0,0.0,6000.0
96119,60,7195.26,2804.74
96120,0,0.0,10000.0
96121,0,0.0,8400.0
96122,29,16883.84,3116.16
96123,0,0.0,8500.0
96124,60,3907.32,92.68
96125,0,0.0,6000.0
96126,60,5126.84,6873.16
96127,60,2942.18,57.82
96128,60,26688.61,3311.39
96129,29,4140.26,859.74
96130,60,12366.49,8633.51
96131,29,787.08,6912.92
96132,0,0.0,3600.0
96133,29,3695.63,3304.37
96134,60,5092.84,2907.16
96135,60,5555.85,9444.15
96136,60,15122.6,877.4
96137,0,0.0,4650.0
96138,0,0.0,2875.0
96139,0,0.0,20000.0
96140,0,0.0,3375.0
96141,60,13419.09,6580.91
96142,0,0.0,8000.0
96143,0,0.0,10000.0
96144,29,14013.48,986.52
96145,60,11675.63,3324.37
96146,60,11393.21,8606.79
96147,0,0.0,12000.0
96148,60,3789.1,2210.9
96149,60,10738.54,24261.46
96150,29,21111.1,2888.9
96151,0,0.0,6600.0
96152,698,0.0,599.7
96153,728,0.0,1766.99
96154,790,0.0,3687.69
96155,0,0.0,24000.0
96156,60,32988.74,2011.26
96157,60,5217.35,14782.65
96158,60,2936.0,64.0
96159,0,0.0,1600.0
96160,0,0.0,23300.0
96161,60,17391.26,10608.74
96162,0,0.0,9175.0
96163,60,8020.0,380.0
96164,1186,0.0,6521.83
96165,0,0.0,2500.0
96166,0,0.0,9600.0
96167,0,0.0,15000.0
96168,29,17376.99,2623.01
96169,29,8087.52,6912.48
96170,29,7428.22,571.78
96171,60,8217.46,1782.54
96172,0,0.0,18000.0
96173,121,0.0,453.97
96174,60,5592.67,4407.33
96175,60,14813.64,1186.36
96176,60,5002.4,19997.6
96177,241,0.0,830.53
96178,0,0.0,8000.0
96179,0,0.0,10000.0
96180,0,0.0,6500.0
96181,0,0.0,9600.0
96182,60,14261.67,3238.33
96183,60,2688.59,311.41
96184,60,8779.26,1220.74
96185,60,7552.72,2447.28
96186,29,10006.4,1993.6
96187,60,9032.07,2967.93
96188,0,0.0,30000.0
96189,0,0.0,15000.0
96190,60,15809.26,9190.74
96191,0,0.0,4800.0
96192,151,3992.0,3008.0
96193,60,1604.76,2395.24
96194,60,8291.28,1708.72
96195,29,16567.59,8432.41
96196,60,8815.65,1184.35
96197,60,10341.51,7658.49
96198,0,0.0,20000.0
96199,0,0.0,12000.0
96200,486,0.0,3218.34
96201,0,0.0,16000.0
96202,241,0.0,1050.56
96203,60,14535.53,1464.47
96204,0,0.0,4000.0
96205,0,0.0,15000.0
96206,0,0.0,15000.0
96207,606,0.0,5610.11
96208,60,3851.59,5748.41
96209,486,0.0,1278.71
96210,0,0.0,7000.0
96211,60,4654.75,1345.25
96212,1429,0.0,5693.83
96213,60,3558.22,16441.78
96214,0,0.0,24000.0
96215,29,9176.68,2823.32
96216,0,0.0,5000.0
96217,29,2362.39,8637.61
96218,60,10098.49,901.51
96219,0,0.0,28000.0
96220,0,0.0,10200.0
96221,60,5383.26,4616.74
96222,0,0.0,6000.0
96223,0,0.0,2000.0
96224,0,0.0,18000.0
96225,0,0.0,8000.0
96226,0,0.0,14000.0
96227,0,0.0,7000.0
96228,29,6963.53,13286.47
96229,29,9544.29,455.71
96230,29,10889.9,9110.1
96231,60,12879.3,12120.7
96232,547,0.0,282.32
96233,29,14099.97,900.03
96234,0,0.0,20000.0
96235,0,0.0,3600.0
96236,29,189.56,5810.44
96237,60,15729.44,4270.56
96238,1459,0.0,1751.04
96239,0,0.0,15000.0
96240,0,0.0,5000.0
96241,363,0.0,6353.79
96242,60,4849.35,2150.65
96243,60,14506.82,3493.18
96244,0,0.0,6000.0
96245,0,0.0,15975.0
96246,0,0.0,28000.0
96247,0,0.0,4800.0
96248,60,25830.01,9169.99
96249,60,8728.62,1271.38
96250,29,12134.39,2865.61
96251,0,0.0,15000.0
96252,486,0.0,3260.17
96253,60,3633.82,366.18
96254,0,0.0,6000.0
96255,0,0.0,11950.0
96256,820,0.0,474.51
96257,60,9274.55,225.45
96258,60,15703.3,5271.7
96259,637,0.0,7408.86
96260,29,7540.81,4459.19
96261,486,0.0,5776.11
96262,0,0.0,23700.0
96263,60,4337.13,11662.87
96264,0,0.0,16000.0
96265,60,3894.23,4105.77
96266,575,0.0,6930.61
96267,0,0.0,16000.0
96268,0,0.0,6000.0
96269,60,6465.19,8534.81
96270,0,0.0,4000.0
96271,60,1768.26,231.74
96272,60,6822.55,177.45
96273,0,0.0,4750.0
96274,0,0.0,11500.0
96275,60,3700.91,2299.09
96276,60,1799.99,300.01
96277,0,0.0,20375.0
96278,455,0.0,2766.69
96279,29,10594.42,7355.58
96280,60,29481.23,518.77
96281,60,8368.44,6631.56
96282,0,0.0,4000.0
96283,29,4987.83,2212.17
96284,0,0.0,5500.0
96285,1064,0.0,1686.65
96286,0,0.0,21000.0
96287,0,0.0,15325.0
96288,0,0.0,11875.0
96289,0,0.0,18600.0
96290,60,11699.57,12300.43
96291,29,17556.48,443.52
96292,759,0.0,5013.67
96293,272,0.0,3655.88
96294,728,0.0,3074.94
96295,60,5739.97,4260.03
96296,29,26687.01,313.0
96297,60,14906.49,13093.51
96298,60,29508.15,1491.85
96299,0,0.0,2500.0
96300,29,18333.16,6666.84
96301,0,0.0,15000.0
96302,121,4906.92,1093.08
96303,60,19768.4,231.6
96304,881,0.0,3909.19
96305,0,0.0,35000.0
96306,60,7073.07,4126.93
96307,60,6216.66,1783.34
96308,29,10719.39,1280.61
96309,0,0.0,21000.0
96310,60,24766.37,10233.63
96311,60,7798.18,2201.82
96312,60,21796.61,3203.39
96313,29,4515.66,2084.34
96314,29,3566.74,4433.26
96315,0,0.0,8000.0
96316,0,0.0,10000.0
96317,29,14518.59,14481.41
96318,29,3641.72,8358.28
96319,728,0.0,9792.26
96320,486,0.0,11156.57
96321,0,0.0,20000.0
96322,60,24496.51,503.49
96323,0,0.0,21000.0
96324,0,0.0,8000.0
96325,60,6536.73,3463.27
96326,60,10890.41,17109.59
96327,60,19466.11,933.89
96328,29,17136.46,17863.54
96329,0,0.0,6450.0
96330,29,18499.78,16500.22
96331,0,0.0,10950.0
96332,1733,0.0,4053.71
96333,60,12699.85,5300.15
96334,29,9695.97,804.03
96335,486,0.0,4834.84
96336,0,0.0,16000.0
96337,0,0.0,4625.0
96338,0,0.0,15950.0
96339,0,0.0,30000.0
96340,60,10000.0,0.0
96341,0,0.0,18000.0
96342,60,23375.65,1624.35
96343,29,6111.41,3488.59
96344,29,472.82,4327.18
96345,0,0.0,12000.0
96346,667,0.0,8263.89
96347,60,11158.35,3841.65
96348,29,31422.11,4577.89
96349,0,0.0,6000.0
96350,29,23518.56,1481.44
96351,29,21846.52,8153.48
96352,29,5968.19,2531.81
96353,0,0.0,1800.0
96354,0,0.0,1800.0
96355,0,0.0,12000.0
96356,60,20849.17,14150.83
96357,0,0.0,15000.0
96358,29,7022.04,2977.96
96359,60,3851.58,5748.42
96360,0,0.0,18900.0
96361,881,0.0,1493.8
96362,60,21793.71,3206.29
96363,0,0.0,18000.0
96364,29,10733.19,2766.81
96365,0,0.0,26000.0
96366,0,0.0,16650.0
96367,29,23433.55,566.45
96368,0,0.0,9050.0
96369,0,0.0,16000.0
96370,29,20288.06,711.94
96371,1125,0.0,9238.35
96372,0,0.0,9250.0
96373,29,15610.0,5390.0
96374,0,0.0,10625.0
96375,90,10449.13,13350.87
96376,60,13900.33,7699.67
96377,29,3164.4,435.6
96378,60,9002.87,997.13
96379,0,0.0,25000.0
96380,60,6720.57,8679.43
96381,60,31465.19,8534.81
96382,0,0.0,34800.0
96383,60,3200.36,1799.64
96384,60,1600.23,11399.77
96385,0,0.0,3000.0
96386,60,14265.96,734.04
96387,0,0.0,4800.0
96388,60,15449.2,1550.8
96389,0,0.0,16850.0
96390,0,0.0,21000.0
96391,60,22838.52,2161.48
96392,60,7449.52,4550.48
96393,60,7837.82,3162.18
96394,0,0.0,6000.0
96395,0,0.0,11200.0
96396,0,0.0,18000.0
96397,2128,0.0,2013.97
96398,0,0.0,11975.0
